monthly_availability,projected_monthly_income,room_types
27,9300,apartment
27,10860,apartment
0,14670,apartment
26,9570,apartment
27,7170,apartment
7,16380,apartment
25,12360,apartment
26,43230,apartment
26,9150,apartment
24,12600,apartment
26,10080,apartment
21,22410,apartment
2,5460,apartment
22,12330,apartment
23,7440,apartment
25,8490,apartment
21,13440,apartment
26,12090,apartment
28,8700,apartment
0,11280,apartment
15,7860,apartment
22,21360,apartment
15,14910,apartment
18,8340,apartment
17,19020,apartment
23,14190,apartment
0,10200,apartment
13,25020,apartment
26,15930,apartment
0,29580,apartment
26,9000,apartment
20,13920,apartment
7,36870,apartment
0,37140,apartment
23,11850,apartment
22,52680,apartment
18,28470,apartment
3,8160,apartment
0,1950,room
7,2640,apartment
23,32910,apartment
2,4050,apartment
22,19500,apartment
26,19500,apartment
1,2250,room
0,5100,apartment
2,6000,apartment
23,19980,apartment
25,9450,apartment
5,12570,apartment
23,59460,apartment
0,3660,apartment
18,36870,apartment
13,1950,room
16,8550,apartment
4,2970,apartment
19,4350,apartment
0,7470,apartment
0,2100,room
11,1350,room
14,3180,apartment
16,6870,apartment
0,1350,room
6,2400,apartment
0,1920,room
12,6870,apartment
2,3750,apartment
6,2280,room
0,2970,apartment
0,2400,room
0,3600,apartment
9,15000,apartment
11,16470,apartment
16,3750,apartment
0,6000,apartment
30,21000,apartment
0,2550,room
0,1200,room
0,4290,apartment
20,3900,apartment
4,2100,room
0,1800,room
0,1350,room
7,2250,room
0,3150,apartment
0,2550,room
28,3300,apartment
29,3300,apartment
0,2100,room
29,19500,apartment
12,20280,apartment
2,2970,apartment
28,8670,apartment
5,16620,apartment
10,6000,apartment
29,2250,apartment
29,8250,apartment
5,3870,apartment
10,4620,apartment
7,1950,room
24,3480,apartment
0,2070,apartment
11,3300,apartment
0,4200,apartment
5,1470,room
10,4500,apartment
29,5970,apartment
20,2970,apartment
0,9750,apartment
28,3390,apartment
10,2670,apartment
14,4170,apartment
26,2340,apartment
13,4500,apartment
11,4500,apartment
30,3180,apartment
30,3750,apartment
29,4530,apartment
17,3750,apartment
2,13680,apartment
8,2700,apartment
28,6000,apartment
1,12750,apartment
6,3330,apartment
14,2700,room
30,22500,apartment
29,3300,apartment
18,3420,apartment
0,10500,apartment
0,1950,apartment
0,3750,apartment
0,4710,apartment
3,4110,apartment
30,14850,apartment
9,10200,apartment
27,7260,apartment
26,15000,apartment
22,1920,room
25,6270,apartment
5,4020,apartment
9,10980,apartment
8,10980,apartment
26,3000,apartment
0,870,room
0,14070,apartment
28,48000,apartment
0,3600,apartment
14,4800,apartment
7,2250,apartment
30,15000,apartment
12,1650,apartment
13,2880,apartment
26,1950,room
28,4560,apartment
5,4470,apartment
0,2310,apartment
28,6750,apartment
0,1470,room
0,8850,apartment
14,2760,apartment
27,1410,room
2,5970,apartment
16,3000,apartment
13,5970,apartment
1,1350,room
2,2820,apartment
0,10500,apartment
0,3150,apartment
13,8070,apartment
0,8190,apartment
0,2250,room
13,5100,apartment
14,5400,apartment
29,2970,apartment
23,2790,apartment
30,2670,apartment
4,1200,room
1,1260,room
5,2970,apartment
4,1650,apartment
29,3000,apartment
28,1200,room
0,6300,apartment
20,16500,apartment
6,2850,room
4,6000,apartment
23,3450,apartment
17,6000,apartment
12,2850,apartment
2,10500,apartment
0,4950,apartment
6,1170,room
28,1350,room
18,6690,apartment
0,3270,apartment
18,14970,apartment
14,7650,apartment
1,4500,apartment
30,5370,apartment
22,3000,apartment
5,2850,apartment
10,1950,room
0,1800,room
4,2160,room
7,5700,apartment
5,8910,apartment
30,4350,apartment
8,2850,apartment
1,8370,apartment
22,7710,apartment
24,19830,apartment
22,31080,apartment
26,11940,apartment
10,1200,room
29,2850,apartment
7,9000,room
14,23850,apartment
17,1770,room
0,2310,apartment
18,4800,apartment
0,4500,room
2,4500,apartment
30,3150,apartment
9,3750,room
7,4890,apartment
2,2250,room
13,3000,apartment
0,12600,room
0,7500,room
0,22500,apartment
4,5970,apartment
3,3270,apartment
14,13500,apartment
28,2790,apartment
3,1470,room
2,6900,apartment
12,4020,apartment
8,3450,apartment
0,2850,apartment
30,5190,apartment
4,5070,apartment
4,2700,room
5,2640,apartment
29,1500,room
28,5100,apartment
3,4050,apartment
5,3300,apartment
0,6900,apartment
0,1650,apartment
0,2850,apartment
22,3300,apartment
2,3450,apartment
29,2250,room
6,14970,apartment
18,4350,apartment
0,1800,room
5,2100,room
19,11970,apartment
0,14850,apartment
1,6900,apartment
9,4470,apartment
27,1050,room
0,9000,apartment
26,2550,apartment
13,2970,apartment
7,21750,apartment
0,3000,room
7,4050,room
0,1200,room
14,3000,apartment
0,1590,room
0,6000,apartment
22,1770,apartment
11,2370,apartment
30,29970,room
22,2820,apartment
0,1500,room
7,2100,room
0,4500,apartment
12,1350,apartment
11,2370,apartment
0,24870,apartment
14,6750,apartment
0,9000,room
20,3750,apartment
12,2700,apartment
7,1440,apartment
0,7500,apartment
14,5670,apartment
0,4500,apartment
0,2070,room
14,4680,apartment
19,3450,apartment
22,6060,apartment
23,4650,apartment
0,6600,apartment
11,10500,apartment
0,2850,apartment
12,5670,apartment
30,7500,apartment
13,12000,apartment
27,5040,apartment
8,1800,room
6,1770,room
26,1350,room
0,30000,apartment
5,4350,apartment
0,5070,apartment
11,3600,apartment
30,2850,apartment
4,3000,apartment
4,2670,apartment
0,2970,apartment
0,19500,apartment
14,2040,apartment
6,7500,apartment
13,2040,apartment
0,12750,apartment
29,3300,apartment
5,7950,apartment
7,4500,apartment
0,1470,room
30,4200,apartment
0,2310,room
3,2550,room
12,3600,apartment
30,3900,apartment
5,2340,apartment
0,9000,room
24,13500,apartment
0,3300,apartment
26,9870,apartment
2,5250,apartment
14,2640,apartment
18,6120,apartment
0,4470,apartment
20,2250,apartment
0,1800,apartment
0,3750,room
9,10710,apartment
14,3000,room
22,4620,apartment
30,4200,apartment
7,2550,apartment
6,13470,apartment
0,1470,room
5,6000,apartment
14,8250,apartment
21,4950,apartment
26,1200,room
24,930,room
15,5670,apartment
14,2100,room
21,3750,apartment
4,1500,room
0,10410,room
19,4140,apartment
10,4110,apartment
22,4800,apartment
18,5970,apartment
0,4470,room
0,6000,apartment
12,5100,apartment
4,4470,apartment
0,26850,apartment
0,4470,apartment
7,3270,apartment
24,4770,apartment
30,4050,apartment
0,3000,apartment
26,26970,apartment
26,5670,apartment
21,5670,apartment
22,11850,apartment
27,17850,apartment
4,4950,apartment
6,5250,apartment
21,17100,apartment
26,5250,apartment
28,5400,apartment
0,6450,apartment
3,18750,apartment
30,1500,room
24,4050,apartment
7,1350,room
28,4170,apartment
6,4470,apartment
29,2550,room
6,2370,room
0,1770,room
6,23850,apartment
0,960,room
22,3840,apartment
25,3810,apartment
28,8970,apartment
18,3870,apartment
21,12000,apartment
0,3600,apartment
14,15780,apartment
2,4200,apartment
5,7500,apartment
0,1200,room
27,10500,apartment
12,8250,apartment
23,3900,apartment
25,3900,apartment
18,3900,apartment
16,3900,apartment
0,4200,room
30,3930,apartment
0,1800,room
21,11250,apartment
14,25500,apartment
0,16500,apartment
0,1050,room
7,1950,room
0,1500,room
11,2550,apartment
28,2400,apartment
0,1080,room
0,1590,room
0,7200,apartment
12,9000,apartment
20,3390,apartment
0,9000,apartment
14,14700,apartment
25,5550,room
29,9360,apartment
0,2070,apartment
0,1140,room
9,2940,apartment
14,4470,apartment
18,6960,apartment
26,3300,apartment
7,3480,apartment
1,1500,room
24,4710,apartment
12,2400,apartment
7,2970,room
8,1650,room
6,750,room
0,2370,room
0,2430,room
0,4980,apartment
0,17250,apartment
7,16500,apartment
10,9750,apartment
7,2670,apartment
15,8400,apartment
0,6600,apartment
0,1200,room
3,1770,room
0,7470,apartment
30,15000,apartment
27,5850,apartment
0,3480,apartment
0,3600,apartment
8,11970,apartment
10,1800,apartment
15,2700,apartment
4,27000,apartment
10,6390,apartment
12,4770,apartment
17,3300,apartment
11,3750,apartment
27,11850,apartment
9,1110,room
25,11970,apartment
29,1410,room
0,7500,room
5,4200,apartment
4,4200,apartment
6,8070,apartment
20,4500,apartment
11,2250,apartment
3,1800,room
13,3150,apartment
0,6000,apartment
5,5400,apartment
23,4140,apartment
6,4470,apartment
3,4860,apartment
0,2640,apartment
12,2970,apartment
11,2100,apartment
0,2700,room
0,1710,room
29,3300,apartment
11,2250,room
11,5970,apartment
0,6000,apartment
0,2400,apartment
12,4950,apartment
14,3450,apartment
0,1350,room
2,1680,room
27,3000,room
9,2970,apartment
0,1800,apartment
0,11370,apartment
0,5550,apartment
17,3690,apartment
5,5400,apartment
20,5160,apartment
19,3300,apartment
14,9000,apartment
12,4470,apartment
0,9000,room
0,11250,apartment
0,1650,room
0,3300,apartment
0,1740,room
22,3000,apartment
9,4200,apartment
1,1740,apartment
28,11250,apartment
21,6000,apartment
12,1950,apartment
26,10410,apartment
0,3300,room
21,2970,apartment
3,3450,apartment
30,14280,apartment
0,10500,apartment
30,9210,apartment
30,4740,apartment
30,30000,apartment
23,94260,apartment
0,9570,apartment
0,1800,room
24,7500,apartment
30,4500,room
9,3600,apartment
9,9750,apartment
0,1950,apartment
6,6000,apartment
0,11250,apartment
30,10500,apartment
28,1350,room
0,4050,room
17,4050,apartment
26,2580,apartment
29,7950,apartment
5,4200,apartment
16,2970,apartment
27,5040,room
14,3450,room
7,11850,apartment
14,3300,apartment
11,2550,apartment
0,7500,apartment
0,15000,apartment
0,12000,apartment
0,1800,room
7,6000,room
19,18810,apartment
5,2070,apartment
30,4500,room
0,8970,room
0,2370,room
12,2250,apartment
30,9000,apartment
0,4350,apartment
28,5550,apartment
30,4500,room
30,1650,room
30,1500,room
3,2250,apartment
0,4200,apartment
14,7500,apartment
29,18000,apartment
27,3000,apartment
4,2970,apartment
0,6000,apartment
0,3600,apartment
7,4050,apartment
24,3570,room
0,6000,apartment
0,6000,apartment
2,1650,room
0,3000,apartment
4,7500,apartment
2,2850,room
0,3900,apartment
0,8250,apartment
0,6750,apartment
0,18000,apartment
0,5250,apartment
27,5970,apartment
30,3300,apartment
25,2970,room
20,6150,apartment
0,2250,apartment
7,3000,room
30,5730,apartment
30,1500,room
7,3270,apartment
30,1500,room
0,2790,apartment
14,15000,apartment
0,1950,room
0,1500,room
0,1470,room
27,2400,room
0,8850,apartment
0,3810,room
0,1200,room
0,990,room
16,3300,apartment
0,6000,apartment
30,3750,room
6,3030,apartment
0,3450,apartment
4,1500,room
7,5430,apartment
30,14970,apartment
0,2370,apartment
0,11400,apartment
6,9000,apartment
0,1650,room
10,8370,apartment
0,5550,apartment
0,2400,room
10,3840,apartment
20,2940,apartment
6,2970,apartment
20,6450,apartment
0,2100,room
1,2940,apartment
14,3270,apartment
25,10500,apartment
0,2070,apartment
6,4620,apartment
9,4620,apartment
6,1200,room
0,4500,apartment
0,2700,apartment
0,6000,room
0,1500,room
0,3000,apartment
20,16410,apartment
6,2970,apartment
6,8250,apartment
7,1800,room
7,4500,room
0,12000,apartment
14,5580,apartment
0,11400,apartment
0,2100,apartment
6,1800,room
0,2100,apartment
15,3630,apartment
0,2190,room
0,1500,room
0,1620,room
0,4200,apartment
30,1800,room
11,5970,apartment
28,9390,apartment
25,10500,apartment
18,26640,apartment
7,30000,apartment
4,2580,apartment
23,8700,apartment
29,4500,apartment
15,6180,apartment
2,6000,apartment
0,4950,apartment
7,2970,room
0,6030,apartment
0,2970,room
17,4230,apartment
0,8460,apartment
0,1800,room
0,1350,room
0,18270,room
5,1950,room
14,5370,apartment
8,2550,apartment
2,1290,room
0,29700,apartment
1,12000,apartment
0,1500,room
10,4590,apartment
16,6000,apartment
10,3960,apartment
0,1800,room
25,29850,apartment
9,2250,apartment
0,2250,room
0,12000,room
0,3900,apartment
0,3000,apartment
0,2250,room
0,1950,room
30,6000,apartment
0,3930,apartment
14,2820,apartment
0,13500,apartment
27,23850,apartment
16,1830,room
0,3000,apartment
1,2400,room
20,6840,apartment
7,7350,apartment
14,2160,room
24,2970,apartment
28,29850,apartment
21,8070,apartment
0,4500,apartment
24,3600,apartment
24,2940,apartment
13,3600,apartment
14,4470,apartment
11,2850,apartment
22,2970,room
3,15000,apartment
30,6000,room
0,750,room
30,15000,room
9,16050,apartment
0,6000,apartment
6,4170,apartment
0,6600,apartment
25,15990,apartment
13,19530,apartment
25,12450,apartment
24,6450,apartment
6,9390,apartment
26,8700,apartment
26,12930,apartment
25,16020,apartment
26,9060,apartment
25,10950,apartment
6,9900,apartment
1,6750,apartment
6,6000,apartment
25,2700,apartment
6,3300,room
0,3540,apartment
7,3750,room
16,900,room
0,9990,apartment
0,21000,apartment
4,5250,apartment
27,36000,apartment
0,4500,apartment
27,4380,apartment
29,1200,room
0,4200,room
7,24000,apartment
0,4530,apartment
17,2850,apartment
0,2700,room
14,4200,apartment
14,1500,room
10,4080,apartment
14,1500,room
0,1050,room
0,8250,room
30,16500,apartment
6,2190,room
14,1500,room
14,1500,room
14,1500,room
29,7500,apartment
11,9000,room
0,6750,apartment
12,6600,room
0,8100,apartment
14,1500,room
14,1500,room
25,16500,apartment
14,1500,room
14,1500,room
14,1500,room
22,1650,room
14,1650,room
14,1650,room
14,1650,room
14,1650,room
14,1650,room
25,1950,room
14,1650,room
14,1650,room
14,1650,room
14,1650,room
27,16500,apartment
15,25500,apartment
0,6750,room
29,4950,apartment
13,3300,apartment
3,2370,apartment
0,2970,apartment
0,5370,apartment
0,3600,room
29,9720,apartment
29,11250,apartment
28,5190,apartment
11,3600,apartment
14,4500,room
23,2970,apartment
0,3600,apartment
4,9000,apartment
7,9000,apartment
18,6030,apartment
30,3090,apartment
0,3600,room
30,2250,room
14,2250,room
0,3000,room
14,6870,apartment
1,6360,apartment
0,2400,room
14,6000,apartment
1,8970,apartment
0,15000,apartment
12,3750,apartment
5,2670,room
11,4500,room
0,12000,apartment
0,5070,room
0,3300,apartment
0,3450,room
14,2370,apartment
0,75000,apartment
14,4800,apartment
0,5400,apartment
7,9000,apartment
1,2250,room
0,2250,room
0,3150,room
7,12000,room
14,8850,apartment
23,13980,apartment
2,33810,apartment
30,1950,room
7,9000,apartment
0,2250,room
0,2250,room
0,3600,apartment
0,5370,apartment
28,1950,room
0,1500,room
30,4500,apartment
0,7500,apartment
29,1500,room
1,9180,apartment
3,2970,apartment
0,18000,apartment
5,1620,apartment
5,3750,apartment
6,4500,apartment
27,7500,apartment
25,4470,apartment
19,2850,apartment
23,1410,room
22,3570,apartment
0,1890,room
18,5250,apartment
0,6000,room
0,10500,apartment
17,4500,apartment
0,4500,room
22,5850,apartment
10,2400,apartment
0,300,apartment
0,2400,apartment
0,1200,room
5,3120,room
7,6000,apartment
23,10470,apartment
3,2700,apartment
6,4170,apartment
14,5010,apartment
13,1500,room
0,3750,apartment
9,6750,apartment
13,1770,room
0,2640,room
0,4500,room
7,2700,apartment
0,750,room
0,15000,room
0,2100,room
0,4470,apartment
3,3660,apartment
0,6300,apartment
0,9000,apartment
1,3270,apartment
14,3000,apartment
0,2250,room
23,3570,apartment
11,3300,apartment
0,3300,apartment
2,3870,room
0,2670,room
22,2190,room
2,8250,apartment
0,8970,apartment
6,4500,room
23,5160,apartment
24,3510,apartment
27,3930,apartment
0,7500,apartment
7,7500,apartment
0,22500,apartment
4,2670,apartment
7,12000,apartment
4,11970,apartment
7,3000,apartment
1,2070,room
0,2400,apartment
7,10500,apartment
6,1800,room
0,8250,apartment
29,4200,room
0,1500,room
0,1200,room
0,15000,apartment
0,5970,apartment
0,3450,room
0,3600,room
23,3720,apartment
28,13500,apartment
29,4530,apartment
29,4470,apartment
28,4200,apartment
12,3450,apartment
26,5340,apartment
8,6000,apartment
0,2250,room
9,1500,room
0,12000,room
0,4500,apartment
0,5850,room
5,8670,apartment
25,4500,apartment
1,2700,apartment
8,4170,apartment
0,23250,apartment
0,1200,room
20,2640,apartment
23,9750,apartment
7,6000,apartment
0,16500,apartment
0,3600,apartment
30,1650,room
24,3270,apartment
0,2250,room
0,2970,apartment
9,16140,apartment
12,27000,apartment
0,4170,apartment
0,15000,apartment
0,10500,apartment
7,11310,apartment
0,5370,room
0,3300,apartment
0,5700,apartment
0,5400,room
21,3150,apartment
0,9000,apartment
0,6000,apartment
0,1500,room
7,6000,room
30,2670,room
3,2250,room
22,28500,apartment
22,3900,apartment
0,2250,room
2,1800,apartment
0,6600,room
30,13500,apartment
14,4650,apartment
9,4590,apartment
27,4050,apartment
25,8940,apartment
18,23250,apartment
27,11250,apartment
26,10500,apartment
28,17850,apartment
0,1950,room
0,1800,room
0,3000,apartment
0,5850,apartment
23,6000,apartment
28,3300,apartment
10,3000,room
2,1350,room
0,2400,apartment
0,1800,room
28,1410,room
10,3270,apartment
29,3000,room
30,2400,room
0,1980,apartment
0,3000,apartment
6,2670,apartment
26,3810,apartment
28,5130,apartment
25,2370,apartment
23,2370,apartment
29,4500,apartment
0,2820,apartment
0,2700,apartment
26,1230,room
26,4050,apartment
21,5610,apartment
27,5490,apartment
27,5970,apartment
4,6000,apartment
27,17970,apartment
0,720,room
9,15000,apartment
24,8850,apartment
29,8850,apartment
18,7500,apartment
14,3000,apartment
19,3300,apartment
25,10500,apartment
14,4500,apartment
0,9000,apartment
25,4500,apartment
27,5040,apartment
6,3900,apartment
5,2670,apartment
15,1170,room
0,3000,room
13,6750,apartment
0,1080,room
0,6000,apartment
0,6450,apartment
17,4500,room
7,2400,apartment
0,5400,apartment
14,3000,room
4,1050,room
4,4950,apartment
5,2640,room
1,3300,apartment
2,2850,apartment
2,2850,apartment
9,3750,apartment
2,2850,apartment
14,14250,apartment
0,3750,apartment
7,3600,room
0,2850,apartment
27,4500,apartment
0,4350,apartment
22,4950,apartment
12,1050,room
0,3270,apartment
19,13110,apartment
7,10500,apartment
25,1500,room
27,2850,apartment
26,3000,apartment
29,3330,apartment
27,4200,apartment
29,3660,apartment
27,2640,apartment
7,6000,room
8,4200,apartment
26,4350,apartment
10,3570,apartment
30,27000,apartment
0,18000,apartment
14,4470,apartment
16,3450,apartment
0,13650,apartment
2,21750,apartment
0,5040,apartment
23,6870,apartment
5,1350,room
25,4170,apartment
0,2250,room
12,8700,apartment
8,2970,apartment
9,10770,apartment
12,2880,apartment
1,2850,apartment
7,9000,apartment
30,3000,room
0,20850,apartment
14,6450,apartment
0,3600,apartment
4,1950,room
30,6600,apartment
29,6750,apartment
0,8400,apartment
28,5970,apartment
2,2370,room
0,3150,apartment
18,2970,apartment
13,1260,room
6,13950,apartment
6,6000,apartment
12,2040,apartment
0,2970,room
0,1200,room
0,3600,apartment
0,4770,apartment
